time,Real Lower Band,Real Middle Band,Real Upper Band
2001-04-19,38.8126,56.4389,74.0652
2001-04-18,38.8022,56.4410,74.0798
2001-04-17,38.7058,56.4642,74.2226
2001-04-16,38.5374,56.5213,74.5052
2001-04-12,38.2773,56.6040,74.9307
2001-04-11,38.0510,56.6716,75.2922
2001-04-10,37.7522,56.7718,75.7914
2001-04-09,37.5252,56.8631,76.2010
2001-04-06,37.4080,56.9560,76.5040
2001-04-05,37.2759,57.0678,76.8597
2001-04-04,36.9933,57.2090,77.4247
2001-04-03,36.9056,57.3840,77.8624
2001-04-02,36.7432,57.5552,78.3672
2001-03-30,36.5843,57.6921,78.7999
2001-03-29,36.5065,57.8277,79.1489
2001-03-28,36.3465,57.9770,79.6075
2001-03-27,36.2230,58.1176,80.0122
2001-03-26,36.0952,58.2238,80.3524
2001-03-23,36.0005,58.3538,80.7071
2001-03-22,35.9459,58.4651,80.9843
2001-03-21,36.0210,58.5695,81.1180
2001-03-20,36.2660,58.6814,81.0968
2001-03-19,36.4118,58.7695,81.1272
2001-03-16,36.5086,58.8477,81.1868
2001-03-15,36.5732,58.9540,81.3348
2001-03-14,36.6950,59.0359,81.3768
2001-03-13,36.6168,59.0134,81.4100
2001-03-12,36.4789,58.9759,81.4729
2001-03-09,36.4146,58.9603,81.5060
2001-03-08,36.3415,58.9309,81.5203
2001-03-07,36.2523,58.8822,81.5121
2001-03-06,36.1903,58.8328,81.4753
2001-03-05,36.1065,58.7840,81.4615
2001-03-02,36.0359,58.7515,81.4671
2001-03-01,36.0129,58.7402,81.4675
2001-02-28,35.9518,58.7004,81.4490
2001-02-27,35.8956,58.6648,81.4340
2001-02-26,35.8598,58.6366,81.4134
2001-02-23,35.8568,58.6323,81.4078
2001-02-22,35.8940,58.6679,81.4418
2001-02-21,35.9661,58.7291,81.4921
2001-02-20,36.0153,58.7729,81.5305
2001-02-16,36.0705,58.8410,81.6115
2001-02-15,36.1034,58.8804,81.6574
2001-02-14,36.1105,58.9248,81.7391
2001-02-13,36.1152,58.9829,81.8506
2001-02-12,36.1232,59.0435,81.9638
2001-02-09,36.1171,59.1060,82.0949
2001-02-08,36.1265,59.1447,82.1629
2001-02-07,36.1150,59.1641,82.2132
2001-02-06,36.0997,59.1753,82.2509
2001-02-05,36.0194,59.2322,82.4450
2001-02-02,35.9434,59.2940,82.6446
2001-02-01,35.8551,59.3740,82.8929
2001-01-31,35.7544,59.4433,83.1322
2001-01-30,35.6377,59.5333,83.4289
2001-01-29,35.5425,59.5939,83.6453
2001-01-26,35.4376,59.6501,83.8626
2001-01-25,35.3295,59.7120,84.0945
2001-01-24,35.2312,59.7920,84.3528
2001-01-23,35.1306,59.8626,84.5946
2001-01-22,35.0149,59.9664,84.9179
2001-01-19,34.8980,60.0782,85.2584
2001-01-18,34.7995,60.1744,85.5493
2001-01-17,34.7869,60.3306,85.8743
2001-01-16,34.8757,60.5087,86.1417
2001-01-12,34.9773,60.6956,86.4139
2001-01-11,35.0720,60.8668,86.6616
2001-01-10,35.1176,61.0268,86.9360
2001-01-09,35.2331,61.2136,87.1941
2001-01-08,35.4187,61.4055,87.3923
2001-01-05,35.7430,61.6323,87.5216
2001-01-04,36.0609,61.8629,87.6649
2001-01-03,36.4304,62.1029,87.7754
2001-01-02,36.8462,62.3497,87.8532
2000-12-29,37.5600,62.6584,87.7568
2000-12-28,38.3192,62.9658,87.6124
2000-12-27,39.1197,63.2202,87.3207
2000-12-26,39.8215,63.4470,87.0725
2000-12-22,40.5045,63.6807,86.8569
2000-12-21,41.2644,63.9100,86.5556
2000-12-20,42.3314,64.1625,85.9936
2000-12-19,43.6485,64.4456,85.2427
2000-12-18,44.7009,64.6944,84.6879
2000-12-15,45.5288,64.9100,84.2912
2000-12-14,46.2857,65.0962,83.9067
2000-12-13,46.6098,65.2312,83.8526
2000-12-12,46.8328,65.3643,83.8958
2000-12-11,46.9781,65.5036,84.0291
2000-12-08,47.0767,65.6711,84.2655
2000-12-07,47.4438,65.8579,84.2720
2000-12-06,47.7186,66.1116,84.5046
2000-12-05,47.8056,66.3266,84.8476
2000-12-04,47.7215,66.5172,85.3129
2000-12-01,47.7823,66.7522,85.7221
2000-11-30,47.8402,66.9890,86.1378
2000-11-29,47.9402,67.2064,86.4726
2000-11-28,47.7529,67.3502,86.9475
2000-11-27,47.4215,67.5002,87.5789
2000-11-24,47.1478,67.6027,88.0576
2000-11-22,46.9873,67.6883,88.3893
2000-11-21,46.7815,67.8058,88.8301
2000-11-20,46.5913,67.9283,89.2653
2000-11-17,46.5144,68.0283,89.5422
2000-11-16,46.3698,68.1271,89.8844
2000-11-15,46.2370,68.2258,90.2146
2000-11-14,46.0814,68.3202,90.5590
2000-11-13,45.9954,68.4090,90.8226
2000-11-10,45.8787,68.5433,91.2079
2000-11-09,45.7270,68.6765,91.6260
2000-11-08,45.7007,68.7172,91.7337
2000-11-07,45.6963,68.7597,91.8231
2000-11-06,45.6947,68.7803,91.8659
2000-11-03,45.6994,68.8090,91.9186
2000-11-02,45.7171,68.8315,91.9459
2000-11-01,45.6953,68.8071,91.9189
2000-10-31,45.6619,68.7796,91.8973
2000-10-30,45.6613,68.7790,91.8967
2000-10-27,45.6589,68.7765,91.8941
2000-10-26,45.6837,68.8046,91.9255
2000-10-25,45.7718,68.8564,91.9410
2000-10-24,45.9340,68.9126,91.8912
2000-10-23,46.0771,68.9607,91.8443
2000-10-20,46.1552,68.9850,91.8148
2000-10-19,46.0762,68.9587,91.8412
2000-10-18,46.1286,68.9737,91.8188
2000-10-17,46.7049,69.0706,91.4363
2000-10-16,47.4089,69.1812,90.9535
2000-10-13,48.2809,69.3330,90.3851
2000-10-12,48.8203,69.4274,90.0345
2000-10-11,49.3597,69.5255,89.6913
2000-10-10,49.8374,69.6186,89.3998
2000-10-09,50.4522,69.7349,89.0176
2000-10-06,51.1539,69.8699,88.5859
2000-10-05,51.7968,70.0093,88.2218
2000-10-04,52.4773,70.1492,87.8211
2000-10-03,53.1708,70.2829,87.3950
2000-10-02,53.7742,70.3960,87.0178
2000-09-29,54.1446,70.4666,86.7886
2000-09-28,54.4883,70.5416,86.5949
2000-09-27,54.8145,70.6266,86.4387
2000-09-26,55.2089,70.7315,86.2541
2000-09-25,55.4765,70.8090,86.1415
2000-09-22,55.8426,70.9021,85.9616
2000-09-21,56.0829,70.9683,85.8537
2000-09-20,56.2990,71.0608,85.8226
